0,0.18783269481379117,0.4981929551388828,2-4
1,0.07367969218750375,0.07157548088554788,4-5-2-0
2,0.032859623987233244,0.18773626638908325,5
3,0.4573347875701467,0.43361164376487565,7-6-5-0
4,0.3953205009912321,0.3849057613553147,6-2-4-1
5,0.49699282906864245,0.37902423590351264,1
6,0.23094704639884667,0.4033639786308809,6-3
7,0.3042222392622263,0.31588118465727866,4-3-1
8,0.10718131173065332,0.34245073937418896,8-7-9
9,0.2437439498784551,0.07034750477989121,5-2-1-3
10,0.42458713293825096,0.27646936385434256,1
11,0.23589078512972883,0.4634224324732153,6-3-4
12,0.290184877826883,0.18686204008642482,2-6
13,0.4768598795645939,0.1276163296364553,9-8-3
14,0.2961164859706751,0.032276254359764445,8-7-4-9
15,0.35977413023473404,0.03247515372929388,3
16,0.32341655795766633,0.1334363632135679,2-3-9-1
17,0.015594118441780824,0.4434039572073543,5-8-7
18,0.430569241589397,0.32918286751566367,4-3
19,0.19004682949594476,0.28562629150713553,5-3
20,0.4569647012806753,0.07563383576743549,7-9
21,0.04129456543866694,0.22351915891471497,1-5
22,0.020907142611892637,0.3599847316032404,7-3
23,0.28334986274274504,0.12851679087258672,8-7
24,0.3632213238639318,0.08282383721440639,1
25,0.4073308642231175,0.35959638375746467,9-6-5
26,0.32230691865054123,0.2345459902445879,6-0-9
27,0.12443560735229192,0.2619049819176927,5-3
28,0.21501347011068977,0.48367691344648484,0-5
29,0.3696829927321266,0.050730017475534295,4-2-6
30,0.24176657049011013,0.43036205344697864,6-5-2-0
31,0.28229937003357847,0.4951009932647432,9-1
32,0.43382251294485413,0.4497905488528313,5-7-4-9
33,0.0656350719283475,0.484092334484604,6-0
34,0.37356335404090557,0.17257930397846172,8-5
35,0.32906087804918266,0.44574415013383867,3
36,0.3805218097109521,0.19804290931519786,5
37,0.3197245463898929,0.18261910320373131,0-1-6
38,0.15212853423174716,0.12189581915148467,4
39,0.033801794789745765,0.4771935841497755,1
40,0.16540232250310555,0.0912916614120905,8
41,0.476996540079999,0.2504783964353243,7-8-2-4
42,0.2659391633315493,0.1851318641398048,9-7-2-0
43,0.39113489213670793,0.16859657420356988,4-6-5
44,0.1930685581693204,0.43761275511748116,8-4
45,0.09702917744318973,0.4887336653910071,3-6-7-4
46,0.4675637535696508,0.48834672810261864,4
47,0.27039167496919203,0.18015470470577205,9-8
48,0.3124535194545277,0.4573392409730408,4
49,0.2991517675218285,0.15251896112400637,5-7
50,0.20295999917529212,0.15903286933558458,4
51,0.4268641712093972,0.3632516570187584,2
52,0.2844616039720615,0.4378112362741126,7-2
53,0.2149497290012689,0.46435997627089753,6-3-9
54,0.2745352983901561,0.20419706113968777,6-0
55,0.3736743751585223,0.07903571037402118,1-3
56,0.3883924403551351,0.29637245401878726,7-9
57,0.22995913683103508,0.08832725187628432,2-8-6
58,0.18929318274636647,0.28926911475584305,4-3-5-9
59,0.12923979286367587,0.2670944332503922,4-9
60,0.2200548128989283,0.3396948854734567,1-3
61,0.06593542191596341,0.21415600937758061,2-1-8-6
62,0.12257752720506027,0.01080615561717907,5-9-1-0
63,0.4455435872414742,0.17803143979416086,4-7
64,0.44089700942511134,0.4918565737473211,2
65,0.25703349453170343,0.059168360480601145,7-3-2
66,0.23510997903249448,0.3255188766416765,7-0-5
67,0.07320043321877023,0.49925811520042335,6-4
68,0.11688358699408674,0.25423568962241233,7-3-6-5
69,0.15894148680422338,0.093204245289842,0-6-5-2
70,0.3351742648899956,0.08098170260428539,5-0-8
71,0.14463311870056933,0.48560794183726425,2-6
72,0.3028690359762035,0.30843730861448493,2-5-3
73,0.08659960215367285,0.002438191202262463,0-8-2
74,0.493320653946937,0.4713831735454932,3-2-4-7
75,0.36951802847462767,0.10025149368712277,7-6-2-5
76,0.49217582763923123,0.44792663237663216,1-8
77,0.19061722347622284,0.21236835369856966,1
78,0.16984765459414225,0.15120306156067448,8-3
79,0.45939806803432,0.08359162508116152,3
80,0.2485312442382594,0.33473685214980836,0-8-2-7
81,0.023894452328953153,0.02713009527087823,4-2-7
82,0.08016033026663533,0.2596715885888239,6-9
83,0.3965138111834987,0.3284305669847704,1
84,0.09439202486321197,0.4030835778096289,1
85,0.36879090996087294,0.05971828530100043,0-5-7-6
86,0.4175471910064955,0.23374889439952418,0-4
87,0.268684519591918,0.10181255350560298,6
88,0.23028743160516468,0.06349385827407772,4-5-6-7
89,0.09285374919174832,0.08815990563904896,4-7-6-2
90,0.021868972960428223,0.08591019485776563,9
91,0.0964086678145869,0.39235708321515694,2-4-6
92,0.04467551443990603,0.268517272111573,2-6
93,0.38354865985898107,0.22495595804854124,7-3-9-4
94,0.3561824972738241,0.05425093610182069,6
95,0.3497188822975509,0.33789802568650323,7-3-8
96,0.0348025853062659,0.46068529394438806,8-3
97,0.3054751533317703,0.25961946650260154,9-0
98,0.26244388407935454,0.060511451461999766,4-9
99,0.1510490329217094,0.4960073383977321,2
100,0.1542020781718706,0.24840750544117063,4-0-5
101,0.4882586779585187,0.29191192787773196,6
102,0.4336063232217668,0.3115262219217254,7-1-4
103,0.366237717680652,0.3849682604806136,2-9-8
104,0.33509472376228727,0.45436896389584525,8-3-7
105,0.04222098384729023,0.15353390312794063,4
106,0.10724723974778488,0.2627943698769864,1-8-7
107,0.08345813415592052,0.14982458901130974,1-7-0
108,0.4822604245608651,0.02417644344990244,1
109,0.4075200140336424,0.39153107433755757,5
110,0.48982702603268874,0.19606705872026348,8-3
111,0.4821374155559948,0.17164863367190958,1-3
112,0.19706336347939257,0.2602860503947459,0-5
113,0.15024695087287626,0.22978715165964858,5-3-2
114,0.26857441130890053,0.397532000924635,8-5
115,0.48844001008298993,0.013528028928346092,3-0
116,0.23236193837017383,0.49301525803885465,8-3-4
117,0.16467434234034484,0.45482716928358835,1-8-6
118,0.2467215552089969,0.19037716374348274,7
119,0.33867699502040083,0.21328026801054728,0
120,0.06282569859267717,0.029925460735645337,3-8-9-7
121,0.19013974028816472,0.014521749017892216,4-1-3
122,0.12212833296507386,0.08227337956018582,5-8
123,0.34753291760339783,0.4797185509397177,0-2-8-3
124,0.33105385914633756,0.21520684005735852,7-4-2
125,0.37508249863772164,0.2863142598918647,7-2
126,0.3588995878679414,0.22348898472208106,9-8-3-1
127,0.1132970196901999,0.2412742782464719,6
128,0.09726287342948658,0.03132655338012452,0
129,0.3654316613026184,0.4141565557141302,0-5
130,0.13948647928626545,0.23565952315603478,3-9-0-2
131,0.2264130736206385,0.408680983227068,2-8-4
132,0.32826995068425796,0.12845808697451988,9
133,0.43432759329829446,0.18568475018183117,4-5-3-2
134,0.3096537696161427,0.4983438501300692,6-5-8-4
135,0.12733174810458925,0.4532106604518109,8-0-6-3
136,0.0374217313067407,0.4182245691946095,5-9-6-0
137,0.034557001181288016,0.24278245278433125,2-4-7
138,0.4659138365874175,0.4178321851399529,9
139,0.3493916063192502,0.10546931850844216,2-3-5-6
140,0.22394242432373007,0.04509629183731739,5
141,0.2343931984608177,0.42557225460241427,9-6-1
142,0.05411595050282808,0.33988380901979603,9-8-1
143,0.09795301551140129,0.49018293389732026,6-3-4
144,0.007190762369104042,0.1362062292688333,4
145,0.1165020737933809,0.41152385198368807,4-2-7
146,0.00625877577834183,0.027803567233566473,9
147,0.235729122066754,0.084773258513691,8
148,0.23339230443632736,0.44613241333685194,7-1
149,0.04190012082375938,0.22356372165607663,2-6-9
150,0.05238937040331981,0.16973968184340338,9
151,0.35346346172518545,0.3535344581887463,2-0-4
152,0.23763010397083723,0.2583199774295564,3-6
153,0.18826817918223926,0.015505874588817914,2-7-6-3
154,0.28578757100475255,0.4087162720924493,0-1
155,0.24035106822464208,0.4795106878992143,9-5
156,0.2561560636630446,0.24745391556697743,3-5-0-9
157,0.2827601658961332,0.060262402088385514,7
158,0.35376946072454113,0.1458749696984704,4-7-1
159,0.268467887763986,0.4592971138426062,5-9
160,0.3609189800093129,0.1947400808258692,4-6-7-8
161,0.39373719253686645,0.1950829420827611,0-8-6-9
162,0.4494336171580349,0.17412617701637784,7-9-5
163,0.23550180210332133,0.4649023872995703,5-2-9-6
164,0.4331594544682064,0.07626572042438867,5-9
165,0.3475332638973742,0.21184097775102917,6-3-5
166,0.12263324099202433,0.03627369060116831,1-5-0
167,0.24068942813161676,0.10734054202294835,3-1
